STT,Từ Tiếng Anh,Số lần,Số file,Nguồn,Gợi ý tiếng Việt
10880,saihatsu,1,1,md,(chưa gợi ý)
10881,boushi,1,1,md,(chưa gợi ý)
10882,taisaku,1,1,md,(chưa gợi ý)
10883,dimension,1,1,md,(chưa gợi ý)
10884,Analysis,1,1,md,(chưa gợi ý)
10885,haiki,1,1,md,(chưa gợi ý)
10886,shin,1,1,md,(chưa gợi ý)
10887,suihei,1,1,md,(chưa gợi ý)
10888,tenkai,1,1,md,(chưa gợi ý)
10889,hadome,1,1,md,(chưa gợi ý)
10890,Phanh,1,1,md,(chưa gợi ý)
10891,SON,1,1,md,(chưa gợi ý)
10892,KEN,1,1,md,(chưa gợi ý)
10893,chemical,1,1,md,(chưa gợi ý)
10894,biological,1,1,md,(chưa gợi ý)
10895,Coord,1,1,md,(chưa gợi ý)
10896,Renewal,1,1,md,(chưa gợi ý)
10897,shutoku,1,1,md,(chưa gợi ý)
10898,juken,1,1,md,(chưa gợi ý)
10899,kirikae,1,1,md,(chưa gợi ý)
10900,breakthrough,1,1,md,(chưa gợi ý)
10901,THI,1,1,md,(chưa gợi ý)
10902,ACHIEVABLE,1,1,md,(chưa gợi ý)
10903,Mistakes,1,1,md,(chưa gợi ý)
10904,Responsibility,1,1,md,(chưa gợi ý)
10905,antagonist,1,1,md,(chưa gợi ý)
10906,worksheet,1,1,md,(chưa gợi ý)
10907,ISO22000,1,1,md,(chưa gợi ý)
10908,recipe,1,1,md,(chưa gợi ý)
10909,Consumer,1,1,md,(chưa gợi ý)
10910,passage,1,1,md,(chưa gợi ý)
10911,kishu,1,1,md,(chưa gợi ý)
10912,dormitory,1,1,md,(chưa gợi ý)
10913,mon,1,1,md,(chưa gợi ý)
10914,wed,1,1,md,(chưa gợi ý)
10915,fri,1,1,md,(chưa gợi ý)
10916,kaitou,1,1,md,(chưa gợi ý)
10917,Control,1,1,md,(chưa gợi ý)
10918,Points,1,1,md,(chưa gợi ý)
10919,limits,1,1,md,(chưa gợi ý)
10920,Corrective,1,1,md,(chưa gợi ý)
10921,Root,1,1,md,(chưa gợi ý)
10922,insistence,1,1,md,(chưa gợi ý)
10923,Kyuuyo,1,1,md,(chưa gợi ý)
10924,meisai,1,1,md,(chưa gợi ý)
10925,corrective,1,1,md,(chưa gợi ý)
10926,oppose,1,1,md,(chưa gợi ý)
10927,sensory,1,1,md,(chưa gợi ý)
10928,voluntary,1,1,md,(chưa gợi ý)
10929,again,1,1,md,(chưa gợi ý)
10930,taking,1,1,md,(chưa gợi ý)
10931,drafted,1,1,md,(chưa gợi ý)
10932,accountability,1,1,md,(chưa gợi ý)
10933,dialogues,1,1,md,(chưa gợi ý)
10934,Mapping,1,1,md,(chưa gợi ý)
10935,question_sets,1,1,md,(chưa gợi ý)
10936,disappearance,1,1,md,(chưa gợi ý)
10937,partially,1,1,md,(chưa gợi ý)
10938,Concepts,1,1,md,(chưa gợi ý)
10939,offset,1,1,md,(chưa gợi ý)
10940,billion,1,1,md,(chưa gợi ý)
10941,book_11_jisshusei_shokuhin,1,1,md,(chưa gợi ý)
10942,seeded,1,1,md,(chưa gợi ý)
10943,spawned,1,1,md,(chưa gợi ý)
10944,visit_card,1,1,md,(chưa gợi ý)
10945,real_dialogues,1,1,md,(chưa gợi ý)
10946,juzu,1,1,md,(chưa gợi ý)
10947,shieki,1,1,md,(chưa gợi ý)
10948,kashutsu,1,1,md,(chưa gợi ý)
10949,all_books,1,1,md,(chưa gợi ý)
10950,trainee,1,1,md,(chưa gợi ý)
10951,genba,1,1,md,(chưa gợi ý)
10952,kotoba_shokuhinseizo,1,1,md,(chưa gợi ý)
10953,kotoba,1,1,md,(chưa gợi ý)
10954,kaiwa,1,1,md,(chưa gợi ý)
10955,illustration,1,1,md,(chưa gợi ý)
10956,onlineshop,1,1,md,(chưa gợi ý)
10957,shopdetail,1,1,md,(chưa gợi ý)
10958,jmac,1,1,md,(chưa gợi ý)
10959,stf,1,1,md,(chưa gợi ý)
10960,seisakunitsuite,1,1,md,(chưa gợi ý)
10961,bunya,1,1,md,(chưa gợi ý)
10962,Seisakujouhou,1,1,md,(chưa gợi ý)
10963,Shokuhinanzenbu,1,1,md,(chưa gợi ý)
10964,food_sanitation,1,1,md,(chưa gợi ý)
10965,food_labeling_cms204_210514_01,1,1,md,(chưa gợi ý)
10966,food_labeling_recall,1,1,md,(chưa gợi ý)
10967,Resources,1,1,md,(chưa gợi ý)
10968,mshaidang,1,1,md,(chưa gợi ý)
10969,gmsvietnam,1,1,md,(chưa gợi ý)
10970,tuc,1,1,md,(chưa gợi ý)
10971,nganh,1,1,md,(chưa gợi ý)
10972,bien,1,1,md,(chưa gợi ý)
10973,pham,1,1,md,(chưa gợi ý)
10974,viec,1,1,md,(chưa gợi ý)
10975,HelloJob,1,1,md,(chưa gợi ý)
10976,VLOG,1,1,md,(chưa gợi ý)
10977,hellojob,1,1,md,(chưa gợi ý)
10978,tieng,1,1,md,(chưa gợi ý)
10979,cuoc,1,1,md,(chưa gợi ý)
10980,Vlogs,1,1,md,(chưa gợi ý)
10981,youtube,1,1,md,(chưa gợi ý)
10982,prometric,1,1,md,(chưa gợi ý)
10983,ssw,1,1,md,(chưa gợi ý)
10984,test_list,1,1,md,(chưa gợi ý)
10985,anzen,1,1,md,(chưa gợi ý)
10986,Dedicated,1,1,md,(chưa gợi ý)
10987,Minna,1,1,md,(chưa gợi ý)
10988,CONSIDER,1,1,md,(chưa gợi ý)
10989,unplanned,1,1,md,(chưa gợi ý)
10990,Replacement,1,1,md,(chưa gợi ý)
10991,textbox,1,1,md,(chưa gợi ý)
10992,Microbiology,1,1,md,(chưa gợi ý)
10993,Temperature,1,1,md,(chưa gợi ý)
10994,lightweight,1,1,md,(chưa gợi ý)
10995,shallow,1,1,md,(chưa gợi ý)
10996,HAY,1,1,md,(chưa gợi ý)
10997,flavor,1,1,md,(chưa gợi ý)
10998,October,1,1,md,(chưa gợi ý)
10999,Special,1,1,md,(chưa gợi ý)
11000,hooks,1,1,md,(chưa gợi ý)
11001,belt,1,1,md,(chưa gợi ý)
11002,kanetsuki,1,1,md,(chưa gợi ý)
11003,reikyakuki,1,1,md,(chưa gợi ý)
11004,housouki,1,1,md,(chưa gợi ý)
11005,labeler,1,1,md,(chưa gợi ý)
11006,keiryouki,1,1,md,(chưa gợi ý)
11007,genryou,1,1,md,(chưa gợi ý)
11008,nyuuka,1,1,md,(chưa gợi ý)
11009,kanetsu,1,1,md,(chưa gợi ý)
11010,chouri,1,1,md,(chưa gợi ý)
11011,Kaitou,1,1,md,(chưa gợi ý)
11012,Jouon,1,1,md,(chưa gợi ý)
11013,shinjin,1,1,md,(chưa gợi ý)
11014,mouhatsu,1,1,md,(chưa gợi ý)
11015,boukangi,1,1,md,(chưa gợi ý)
11016,teitaion,1,1,md,(chưa gợi ý)
11017,alphabet,1,1,md,(chưa gợi ý)
11018,azard,1,1,md,(chưa gợi ý)
11019,nalysis,1,1,md,(chưa gợi ý)
11020,ritical,1,1,md,(chưa gợi ý)
11021,ontrol,1,1,md,(chưa gợi ý)
11022,oints,1,1,md,(chưa gợi ý)
11023,Kigai,1,1,md,(chưa gợi ý)
11024,youin,1,1,md,(chưa gợi ý)
11025,Juuyou,1,1,md,(chưa gợi ý)
11026,kanriten,1,1,md,(chưa gợi ý)
11027,kijun,1,1,md,(chưa gợi ý)
11028,Kenshou,1,1,md,(chưa gợi ý)
11029,Kiroku,1,1,md,(chưa gợi ý)
11030,aamondo,1,1,md,(chưa gợi ý)
11031,awabi,1,1,md,(chưa gợi ý)
11032,ika,1,1,md,(chưa gợi ý)
11033,kiwi,1,1,md,(chưa gợi ý)
11034,Kiwi,1,1,md,(chưa gợi ý)
11035,gyuuniku,1,1,md,(chưa gợi ý)
11036,goma,1,1,md,(chưa gợi ý)
11037,saba,1,1,md,(chưa gợi ý)
11038,daizu,1,1,md,(chưa gợi ý)
11039,toriniku,1,1,md,(chưa gợi ý)
11040,butaniku,1,1,md,(chưa gợi ý)
11041,momo,1,1,md,(chưa gợi ý)
11042,yamaimo,1,1,md,(chưa gợi ý)
11043,Khoai,1,1,md,(chưa gợi ý)
11044,ringo,1,1,md,(chưa gợi ý)
11045,gelatin,1,1,md,(chưa gợi ý)
11046,Gelatin,1,1,md,(chưa gợi ý)
11047,Pistachio,1,1,md,(chưa gợi ý)
11048,construction,1,1,md,(chưa gợi ý)
11049,shoudoku,1,1,md,(chưa gợi ý)
11050,senjou,1,1,md,(chưa gợi ý)
11051,sanitaizaa,1,1,md,(chưa gợi ý)
11052,arukooru,1,1,md,(chưa gợi ý)
11053,saikin,1,1,md,(chưa gợi ý)
11054,uirusu,1,1,md,(chưa gợi ý)
11055,Virus,1,1,md,(chưa gợi ý)
11056,sekiji,1,1,md,(chưa gợi ý)
11057,Sekiji,1,1,md,(chưa gợi ý)
11058,shikai,1,1,md,(chưa gợi ý)
11059,sankasha,1,1,md,(chưa gợi ý)
11060,sansei,1,1,md,(chưa gợi ý)
11061,ketsuron,1,1,md,(chưa gợi ý)
11062,jikai,1,1,md,(chưa gợi ý)
11063,coriander,1,1,md,(chưa gợi ý)
11064,amai,1,1,md,(chưa gợi ý)
11065,shoppai,1,1,md,(chưa gợi ý)
11066,shiokarai,1,1,md,(chưa gợi ý)
11067,suppai,1,1,md,(chưa gợi ý)
11068,Chua,1,1,md,(chưa gợi ý)
11069,nigai,1,1,md,(chưa gợi ý)
11070,Umami,1,1,md,(chưa gợi ý)
11071,shokkan,1,1,md,(chưa gợi ý)
11072,sappari,1,1,md,(chưa gợi ý)
11073,shittori,1,1,md,(chưa gợi ý)
11074,kaori,1,1,md,(chưa gợi ý)
11075,Tanh,1,1,md,(chưa gợi ý)
11076,SALTY,1,1,md,(chưa gợi ý)
11077,Sekkei,1,1,md,(chưa gợi ý)
11078,blend,1,1,md,(chưa gợi ý)
11079,shouhin,1,1,md,(chưa gợi ý)
11080,kaihatsu,1,1,md,(chưa gợi ý)
11081,shisaku,1,1,md,(chưa gợi ý)
11082,haigou,1,1,md,(chưa gợi ý)
11083,genka,1,1,md,(chưa gợi ý)
11084,shoumi,1,1,md,(chưa gợi ý)
11085,Halloween,1,1,md,(chưa gợi ý)
11086,chouchin,1,1,md,(chưa gợi ý)
11087,tsuukin,1,1,md,(chưa gợi ý)
11088,kenkou,1,1,md,(chưa gợi ý)
11089,koyou,1,1,md,(chưa gợi ý)
11090,MoneyGram,1,1,md,(chưa gợi ý)
11091,saseteitadakimasu,1,1,md,(chưa gợi ý)
11092,soukin,1,1,md,(chưa gợi ý)
11093,kouza,1,1,md,(chưa gợi ý)
11094,ginkou,1,1,md,(chưa gợi ý)
11095,teiji,1,1,md,(chưa gợi ý)
11096,kyuujitsu,1,1,md,(chưa gợi ý)
11097,shukkin,1,1,md,(chưa gợi ý)
11098,shukujitsu,1,1,md,(chưa gợi ý)
11099,tsuite,1,1,md,(chưa gợi ý)
11100,moushiagemasu,1,1,md,(chưa gợi ý)
11101,dekiru,1,1,md,(chưa gợi ý)
11102,narimashita,1,1,md,(chưa gợi ý)
11103,muzukashii,1,1,md,(chưa gợi ý)
11104,kongo,1,1,md,(chưa gợi ý)
11105,omoimasu,1,1,md,(chưa gợi ý)
11106,tassei,1,1,md,(chưa gợi ý)
11107,seichou,1,1,md,(chưa gợi ý)
11108,nouryoku,1,1,md,(chưa gợi ý)
11109,tekisei,1,1,md,(chưa gợi ý)
11110,furikaeri,1,1,md,(chưa gợi ý)
11111,shoujiki,1,1,md,(chưa gợi ý)
11112,iyoku,1,1,md,(chưa gợi ý)
11113,khao,1,1,md,(chưa gợi ý)
11114,shisei,1,1,md,(chưa gợi ý)
11115,torikumi,1,1,md,(chưa gợi ý)
11116,Goals,1,1,md,(chưa gợi ý)
11117,Weakness,1,1,md,(chưa gợi ý)
11118,Measurable,1,1,md,(chưa gợi ý)
11119,Achievable,1,1,md,(chưa gợi ý)
11120,Relevant,1,1,md,(chưa gợi ý)
11121,Ippon,1,1,md,(chưa gợi ý)
11122,DON,1,1,md,(chưa gợi ý)
11123,Tatemae,1,1,md,(chưa gợi ý)
11124,kansougeikai,1,1,md,(chưa gợi ý)
11125,aisatsu,1,1,md,(chưa gợi ý)
11126,sasae,1,1,md,(chưa gợi ý)
11127,kizuna,1,1,md,(chưa gợi ý)
11128,shoshin,1,1,md,(chưa gợi ý)
11129,finished,1,1,md,(chưa gợi ý)
11130,incorrect,1,1,md,(chưa gợi ý)
11131,tweaks,1,1,md,(chưa gợi ý)
11132,bikago,1,1,md,(chưa gợi ý)
11133,Tochigi,1,1,md,(chưa gợi ý)
11134,fault,1,1,md,(chưa gợi ý)
11135,Modernize,1,1,md,(chưa gợi ý)
11136,modal,1,1,md,(chưa gợi ý)
11137,morphologically,1,1,md,(chưa gợi ý)
11138,typological,1,1,md,(chưa gợi ý)
11139,OUTDATED,1,1,md,(chưa gợi ý)
11140,REALISTIC,1,1,md,(chưa gợi ý)
11141,rebranding,1,1,md,(chưa gợi ý)
11142,Topvalu,1,1,md,(chưa gợi ý)
11143,kibun,1,1,md,(chưa gợi ý)
11144,Kewpie,1,1,md,(chưa gợi ý)
11145,REDESIGN,1,1,md,(chưa gợi ý)
11146,wage,1,1,md,(chưa gợi ý)
11147,Assessment,1,1,md,(chưa gợi ý)
11148,utilized,1,1,md,(chưa gợi ý)
11149,tweak,1,1,md,(chưa gợi ý)
11150,transcript,1,1,md,(chưa gợi ý)
11151,rendered,1,1,md,(chưa gợi ý)
11152,IMG_6606,1,1,md,(chưa gợi ý)
11153,IMG_6611,1,1,md,(chưa gợi ý)
11154,rule_detail_1,1,1,md,(chưa gợi ý)
11155,rule_detail_2,1,1,md,(chưa gợi ý)
11156,finds,1,1,md,(chưa gợi ý)
11157,Twin,1,1,md,(chưa gợi ý)
11158,currency,1,1,md,(chưa gợi ý)
11159,SAO,1,1,md,(chưa gợi ý)
11160,Unicode,1,1,md,(chưa gợi ý)
11161,MAIL,1,1,md,(chưa gợi ý)
11162,THEO,1,1,md,(chưa gợi ý)
11163,KHO,1,1,md,(chưa gợi ý)
11164,transformative,1,1,md,(chưa gợi ý)
11165,differentiate,1,1,md,(chưa gợi ý)
11166,PREP,1,1,md,(chưa gợi ý)
11167,Examples,1,1,md,(chưa gợi ý)
11168,Stephen,1,1,md,(chưa gợi ý)
11169,Covey,1,1,md,(chưa gợi ý)
11170,Habits,1,1,md,(chưa gợi ý)
11171,arrangement,1,1,md,(chưa gợi ý)
11172,copyright,1,1,md,(chưa gợi ý)
11173,Berne,1,1,md,(chưa gợi ý)
11174,compilation,1,1,md,(chưa gợi ý)
11175,SHTT,1,1,md,(chưa gợi ý)
11176,Two,1,1,md,(chưa gợi ý)
11177,Sum,1,1,md,(chưa gợi ý)
11178,ads,1,1,md,(chưa gợi ý)
11179,Messaging,1,1,md,(chưa gợi ý)
11180,holder,1,1,md,(chưa gợi ý)
11181,EXTENSION,1,1,md,(chưa gợi ý)
11182,reload,1,1,md,(chưa gợi ý)
11183,localhost,1,1,md,(chưa gợi ý)
11184,hizashi_mobile,1,1,md,(chưa gợi ý)
11185,platforms,1,1,md,(chưa gợi ý)
11186,android,1,1,md,(chưa gợi ý)
11187,Quiz,1,1,md,(chưa gợi ý)
11188,widgets,1,1,md,(chưa gợi ý)
11189,ChatRequest,1,1,md,(chưa gợi ý)
11190,embedder,1,1,md,(chưa gợi ý)
11191,build_prompt,1,1,md,(chưa gợi ý)
11192,user_lang,1,1,md,(chưa gợi ý)
11193,navigation,1,1,md,(chưa gợi ý)
11194,mgmt,1,1,md,(chưa gợi ý)
11195,prop,1,1,md,(chưa gợi ý)
11196,realize,1,1,md,(chưa gợi ý)
11197,autumn,1,1,md,(chưa gợi ý)
11198,looming,1,1,md,(chưa gợi ý)
11199,Ray,1,1,md,(chưa gợi ý)
11200,images,1,1,md,(chưa gợi ý)
11201,jlpt_level,1,1,md,(chưa gợi ý)
11202,questions_in_set,1,1,md,(chưa gợi ý)
11203,set_id,1,1,md,(chưa gợi ý)
11204,passage_questions,1,1,md,(chưa gợi ý)
11205,vocab_cards,1,1,md,(chưa gợi ý)
11206,user_vocab,1,1,md,(chưa gợi ý)
11207,vocab_id,1,1,md,(chưa gợi ý)
11208,srs_level,1,1,md,(chưa gợi ý)
11209,next_review,1,1,md,(chưa gợi ý)
11210,started_at,1,1,md,(chưa gợi ý)
11211,session_id,1,1,md,(chưa gợi ý)
11212,document_embeddings,1,1,md,(chưa gợi ý)
11213,user_progress,1,1,md,(chưa gợi ý)
11214,percent,1,1,md,(chưa gợi ý)
11215,last_studied,1,1,md,(chưa gợi ý)
11216,auth,1,1,md,(chưa gợi ý)
11217,Whiteboard,1,1,md,(chưa gợi ý)
11218,ARPU,1,1,md,(chưa gợi ý)
11219,EXACT,1,1,md,(chưa gợi ý)
11220,screens,1,1,md,(chưa gợi ý)
11221,Join,1,1,md,(chưa gợi ý)
11222,germinating,1,1,md,(chưa gợi ý)
11223,PCs,1,1,md,(chưa gợi ý)
11224,folic,1,1,md,(chưa gợi ý)
11225,Seminar,1,1,md,(chưa gợi ý)
11226,gieo,1,1,md,(chưa gợi ý)
11227,torchaudio,1,1,md,(chưa gợi ý)
11228,backends,1,1,md,(chưa gợi ý)
11229,wise,1,1,md,(chưa gợi ý)
11230,mean,1,1,md,(chưa gợi ý)
11231,std,1,1,md,(chưa gợi ý)
11232,intuition,1,1,md,(chưa gợi ý)
11233,requires_grad,1,1,md,(chưa gợi ý)
11234,compute,1,1,md,(chưa gợi ý)
11235,classifier,1,1,md,(chưa gợi ý)
11236,transforms,1,1,md,(chưa gợi ý)
11237,relu,1,1,md,(chưa gợi ý)
11238,parameters,1,1,md,(chưa gợi ý)
11239,epoch,1,1,md,(chưa gợi ý)
11240,train_loader,1,1,md,(chưa gợi ý)
11241,zero_grad,1,1,md,(chưa gợi ý)
11242,Epoch,1,1,md,(chưa gợi ý)
11243,Backprop,1,1,md,(chưa gợi ý)
11244,NVIDIA,1,1,md,(chưa gợi ý)
11245,descent,1,1,md,(chưa gợi ý)
11246,offs,1,1,md,(chưa gợi ý)
11247,Error,1,1,md,(chưa gợi ý)
11248,Correction,1,1,md,(chưa gợi ý)
11249,BLOCKER,1,1,md,(chưa gợi ý)
11250,repetitive,1,1,md,(chưa gợi ý)
11251,InoueLabJoin,1,1,md,(chưa gợi ý)
11252,PytorchBasic,1,1,md,(chưa gợi ý)
11253,HanaBirth,1,1,md,(chưa gợi ý)
11254,TransformerBert,1,1,md,(chưa gợi ý)
11255,CybozuInternStart,1,1,md,(chưa gợi ý)
11256,ClaudeApi,1,1,md,(chưa gợi ý)
11257,cry,1,1,md,(chưa gợi ý)
11258,Tiny,1,1,md,(chưa gợi ý)
11259,api_key,1,1,md,(chưa gợi ý)
11260,environ,1,1,md,(chưa gợi ý)
11261,ANTHROPIC_API_KEY,1,1,md,(chưa gợi ý)
11262,prescriptive,1,1,md,(chưa gợi ý)
11263,CoT,1,1,md,(chưa gợi ý)
11264,Think,1,1,md,(chưa gợi ý)
11265,Citation,1,1,md,(chưa gợi ý)
11266,abstraction,1,1,md,(chưa gợi ý)
11267,rag,1,1,md,(chưa gợi ý)
11268,waived,1,1,md,(chưa gợi ý)
11269,rollout,1,1,md,(chưa gợi ý)
11270,Lines,1,1,md,(chưa gợi ý)
11271,Radford,1,1,md,(chưa gợi ý)
11272,cos,1,1,md,(chưa gợi ý)
11273,explained,1,1,md,(chưa gợi ý)
11274,NER,1,1,md,(chưa gợi ý)
11275,num_labels,1,1,md,(chưa gợi ý)
11276,encoder,1,1,md,(chưa gợi ý)
11277,decoder,1,1,md,(chưa gợi ý)
11278,Pretrained,1,1,md,(chưa gợi ý)
11279,embed,1,1,md,(chưa gợi ý)
11280,Stuff,1,1,md,(chưa gợi ý)
11281,retrieved,1,1,md,(chưa gợi ý)
11282,sentence_transformers,1,1,md,(chưa gợi ý)
11283,intfloat,1,1,md,(chưa gợi ý)
11284,dbname,1,1,md,(chưa gợi ý)
11285,cybozu_rag,1,1,md,(chưa gợi ý)
11286,cursor,1,1,md,(chưa gợi ý)
11287,load_docs,1,1,md,(chưa gợi ý)
11288,LIMIT,1,1,md,(chưa gợi ý)
11289,fetchall,1,1,md,(chưa gợi ý)
11290,representation,1,1,md,(chưa gợi ý)
11291,Managed,1,1,md,(chưa gợi ý)
11292,Cosine,1,1,md,(chưa gợi ý)
11293,semi,1,1,md,(chưa gợi ý)
11294,shortening,1,1,md,(chưa gợi ý)
11295,verisimilitude,1,1,md,(chưa gợi ý)
11296,obstetrics,1,1,md,(chưa gợi ý)
11297,BUG,1,1,md,(chưa gợi ý)
11298,scrub,1,1,md,(chưa gợi ý)
11299,midwife,1,1,md,(chưa gợi ý)
11300,Differentiate,1,1,md,(chưa gợi ý)
11301,assoc,1,1,md,(chưa gợi ý)
11302,deprecate,1,1,md,(chưa gợi ý)
11303,PFN,1,1,md,(chưa gợi ý)
11304,Intuitions,1,1,md,(chưa gợi ý)
11305,media_type,1,1,md,(chưa gợi ý)
11306,RoBERTa,1,1,md,(chưa gợi ý)
11307,CodeSignal,1,1,md,(chưa gợi ý)
11308,Jobs,1,1,md,(chưa gợi ý)
11309,dim,1,1,md,(chưa gợi ý)
11310,released,1,1,md,(chưa gợi ý)
11311,ironic,1,1,md,(chưa gợi ý)
11312,Reranker,1,1,md,(chưa gợi ý)
11313,Cohere,1,1,md,(chưa gợi ý)
11314,Rerank,1,1,md,(chưa gợi ý)
11315,reranker,1,1,md,(chưa gợi ý)
11316,rerank,1,1,md,(chưa gợi ý)
11317,egress,1,1,md,(chưa gợi ý)
11318,Accurate,1,1,md,(chưa gợi ý)
11319,misallocation,1,1,md,(chưa gợi ý)
11320,SWE,1,1,md,(chưa gợi ý)
11321,autoregressive,1,1,md,(chưa gợi ý)
11322,LSTM,1,1,md,(chưa gợi ý)
11323,reproduce,1,1,md,(chưa gợi ý)
11324,Evaluate,1,1,md,(chưa gợi ý)
11325,Chap,1,1,md,(chưa gợi ý)
11326,Medical,1,1,md,(chưa gợi ý)
11327,draw,1,1,md,(chưa gợi ý)
11328,algo,1,1,md,(chưa gợi ý)
11329,taisou,1,1,md,(chưa gợi ý)
11330,Kiken,1,1,md,(chưa gợi ý)
11331,Yochi,1,1,md,(chưa gợi ý)
11332,AutoCAD,1,1,md,(chưa gợi ý)
11333,Coin,1,1,md,(chưa gợi ý)
11334,laundry,1,1,md,(chưa gợi ý)
11335,teaser,1,1,md,(chưa gợi ý)
11336,downgraded,1,1,md,(chưa gợi ý)
11337,standardization,1,1,md,(chưa gợi ý)
11338,Suffix,1,1,md,(chưa gợi ý)
11339,uchiawase,1,1,md,(chưa gợi ý)
11340,ara,1,1,md,(chưa gợi ý)
11341,kakou,1,1,md,(chưa gợi ý)
11342,netsu,1,1,md,(chưa gợi ý)
11343,shori,1,1,md,(chưa gợi ý)
11344,yakiire,1,1,md,(chưa gợi ý)
11345,yakimodoshi,1,1,md,(chưa gợi ý)
11346,vacuum,1,1,md,(chưa gợi ý)
11347,furnace,1,1,md,(chưa gợi ý)
11348,HRC,1,1,md,(chưa gợi ý)
11349,kensaku,1,1,md,(chưa gợi ý)
11350,kumitate,1,1,md,(chưa gợi ý)
11351,kataaji,1,1,md,(chưa gợi ý)
11352,shuusei,1,1,md,(chưa gợi ý)
11353,Plastic,1,1,md,(chưa gợi ý)
11354,Resin,1,1,md,(chưa gợi ý)
11355,POM,1,1,md,(chưa gợi ý)
11356,yasuri,1,1,md,(chưa gợi ý)
11357,gake,1,1,md,(chưa gợi ý)
11358,clamp,1,1,md,(chưa gợi ý)
11359,bari,1,1,md,(chưa gợi ý)
11360,tori,1,1,md,(chưa gợi ý)
11361,measuring,1,1,md,(chưa gợi ý)
11362,Grit,1,1,md,(chưa gợi ý)
11363,wet,1,1,md,(chưa gợi ý)
11364,rayon,1,1,md,(chưa gợi ý)
11365,Ejection,1,1,md,(chưa gợi ý)
11366,Runner,1,1,md,(chưa gợi ý)
11367,Seiki,1,1,md,(chưa gợi ý)
11368,DMG,1,1,md,(chưa gợi ý)
11369,EDGE,1,1,md,(chưa gợi ý)
11370,Carl,1,1,md,(chưa gợi ý)
11371,Zeiss,1,1,md,(chưa gợi ý)
11372,Creo,1,1,md,(chưa gợi ý)
11373,Inventor,1,1,md,(chưa gợi ý)
11374,Mold,1,1,md,(chưa gợi ý)
11375,Moldflow,1,1,md,(chưa gợi ý)
11376,Steel,1,1,md,(chưa gợi ý)
11377,SKD11,1,1,md,(chưa gợi ý)
11378,STAVAX,1,1,md,(chưa gợi ý)
11379,ELMAX,1,1,md,(chưa gợi ý)
11380,Rmax,1,1,md,(chưa gợi ý)
11381,welding,1,1,md,(chưa gợi ý)
11382,Migaki,1,1,md,(chưa gợi ý)
11383,Cluster,1,1,md,(chưa gợi ý)
11384,TPM,1,1,md,(chưa gợi ý)
11385,Wall,1,1,md,(chưa gợi ý)
11386,posters,1,1,md,(chưa gợi ý)
11387,measurement,1,1,md,(chưa gợi ý)
11388,HUGE,1,1,md,(chưa gợi ý)
11389,demanding,1,1,md,(chưa gợi ý)
11390,learnings,1,1,md,(chưa gợi ý)
11391,Mode,1,1,md,(chưa gợi ý)
11392,annotate,1,1,md,(chưa gợi ý)
11393,Workpiece,1,1,md,(chưa gợi ý)
11394,oldschool,1,1,md,(chưa gợi ý)
11395,Pose,1,1,md,(chưa gợi ý)
11396,yasurigake,1,1,md,(chưa gợi ý)
11397,Minato,1,1,md,(chưa gợi ý)
11398,pallet,1,1,md,(chưa gợi ý)
11399,slinger,1,1,md,(chưa gợi ý)
11400,Koyo,1,1,md,(chưa gợi ý)
11401,ERC,1,1,md,(chưa gợi ý)
11402,entropy,1,1,md,(chưa gợi ý)
11403,Dimension,1,1,md,(chưa gợi ý)
11404,Sketch,1,1,md,(chưa gợi ý)
11405,Extrude,1,1,md,(chưa gợi ý)
11406,Ejector,1,1,md,(chưa gợi ý)
11407,Fillet,1,1,md,(chưa gợi ý)
11408,unresolved,1,1,md,(chưa gợi ý)
11409,department,1,1,md,(chưa gợi ý)
11410,sophisticated,1,1,md,(chưa gợi ý)
11411,JISHA,1,1,md,(chưa gợi ý)
11412,Magaki,1,1,md,(chưa gợi ý)
11413,grit,1,1,md,(chưa gợi ý)
11414,waviness,1,1,md,(chưa gợi ý)
11415,composite,1,1,md,(chưa gợi ý)
11416,REDUCE,1,1,md,(chưa gợi ý)
11417,preserve,1,1,md,(chưa gợi ý)
11418,clearly,1,1,md,(chưa gợi ý)
11419,extrude,1,1,md,(chưa gợi ý)
11420,picture,1,1,md,(chưa gợi ý)
11421,Underused,1,1,md,(chưa gợi ý)
11422,listing,1,1,md,(chưa gợi ý)
11423,plant,1,1,md,(chưa gợi ý)
11424,Hanko,1,1,md,(chưa gợi ý)
11425,Authenticity,1,1,md,(chưa gợi ý)
11426,Unique,1,1,md,(chưa gợi ý)
11427,Sustainable,1,1,md,(chưa gợi ý)
11428,truthful,1,1,md,(chưa gợi ý)
11429,immersive,1,1,md,(chưa gợi ý)
11430,scaffolds,1,1,md,(chưa gợi ý)
11431,Hizashi_presentation_v1,1,1,md,(chưa gợi ý)
11432,stat,1,1,md,(chưa gợi ý)
11433,Difference,1,1,md,(chưa gợi ý)
11434,entirely,1,1,md,(chưa gợi ý)
11435,fait,1,1,md,(chưa gợi ý)
11436,accompli,1,1,md,(chưa gợi ý)
11437,INTERNALLY,1,1,md,(chưa gợi ý)
11438,CONTRADICTED,1,1,md,(chưa gợi ý)
11439,cannot,1,1,md,(chưa gợi ý)
11440,proceed,1,1,md,(chưa gợi ý)
11441,KILLED,1,1,md,(chưa gợi ý)
11442,timeout,1,1,md,(chưa gợi ý)
